contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,type
TSLA270617C00005000,2026-05-28 14:14:28+00:00,5.0,437.07,427.95,435.9,0.0,0.0,6.0,6027,2.534183352050781,True,REGULAR,USD,call
TSLA270617C00010000,2025-10-01 18:16:38+00:00,10.0,453.09,393.0,402.0,0.0,0.0,2.0,187,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00015000,2025-12-26 17:56:03+00:00,15.0,466.21,408.5,416.5,0.0,0.0,1.0,113,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00020000,2026-01-30 14:32:09+00:00,20.0,408.0,369.9,377.9,0.0,0.0,32.0,70,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00025000,2025-10-10 18:44:10+00:00,25.0,398.25,370.0,380.0,0.0,0.0,1.0,1,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00030000,2025-04-22 14:50:05+00:00,30.0,211.15,0.0,0.0,0.0,0.0,,0,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00035000,2026-02-12 16:21:06+00:00,35.0,388.19,0.0,0.0,0.0,0.0,50.0,0,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00040000,2026-04-08 19:56:06+00:00,40.0,305.99,381.05,389.05,0.0,0.0,1.0,69,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00045000,2025-05-16 16:26:30+00:00,45.0,309.35,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00050000,2026-05-29 19:23:42+00:00,50.0,387.8,385.35,394.0,40.799988,11.757921,2.0,47,1.315921389160156,True,REGULAR,USD,call
TSLA270617C00055000,2025-04-25 18:09:09+00:00,55.0,238.3,288.55,296.5,0.0,0.0,2.0,11,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00060000,2026-05-22 14:30:02+00:00,60.0,368.0,375.0,385.0,0.0,0.0,1.0,16,1.2186318365478515,True,REGULAR,USD,call
TSLA270617C00065000,2026-03-26 18:43:58+00:00,65.0,315.77,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00070000,2026-05-28 18:18:04+00:00,70.0,376.07,366.0,376.0,0.0,0.0,1.0,25,1.1751750225830075,True,REGULAR,USD,call
TSLA270617C00075000,2025-09-23 15:25:53+00:00,75.0,368.13,334.2,341.9,0.0,0.0,20.0,93,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00080000,2026-04-06 14:34:57+00:00,80.0,286.3,0.0,0.0,0.0,0.0,1.0,0,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00085000,2026-04-06 17:04:14+00:00,85.0,270.8,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00090000,2025-11-04 16:59:02+00:00,90.0,376.49,347.25,355.25,0.0,0.0,49.0,73,1.0220385812377928,True,REGULAR,USD,call
TSLA270617C00095000,2025-12-30 14:57:15+00:00,95.0,375.5,335.15,343.0,0.0,0.0,1.0,25,0.8186053295898437,True,REGULAR,USD,call
TSLA270617C00100000,2026-05-28 19:27:29+00:00,100.0,350.0,338.0,347.4,0.0,0.0,1.0,1113,1.0106250640869139,True,REGULAR,USD,call
TSLA270617C00105000,2026-04-20 13:58:07+00:00,105.0,298.98,333.0,342.85,0.0,0.0,1.0,97,0.9857789508056642,True,REGULAR,USD,call
TSLA270617C00110000,2026-04-08 13:30:58+00:00,110.0,258.5,315.9,323.85,0.0,0.0,1.0,185,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00115000,2026-03-30 15:29:11+00:00,115.0,257.0,0.0,0.0,0.0,0.0,42.0,0,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00120000,2026-05-29 16:45:45+00:00,120.0,325.99,319.9,327.85,80.98999,33.05714,2.0,0,0.9260871649169922,True,REGULAR,USD,call
TSLA270617C00125000,2026-03-30 18:45:24+00:00,125.0,242.75,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00130000,2026-04-10 16:55:42+00:00,130.0,224.85,297.75,305.55,0.0,0.0,2.0,91,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00135000,2026-05-08 14:55:20+00:00,135.0,303.0,305.25,315.0,0.0,0.0,1.0,33,0.8799450482177733,True,REGULAR,USD,call
TSLA270617C00140000,2026-04-02 18:36:38+00:00,140.0,233.3,0.0,0.0,0.0,0.0,2.0,0,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00145000,2026-04-08 16:49:48+00:00,145.0,217.15,284.6,291.8,0.0,0.0,13.0,128,0.5251512329101562,True,REGULAR,USD,call
TSLA270617C00150000,2026-05-20 14:13:49+00:00,150.0,272.45,293.2,300.5,0.0,0.0,1.0,450,0.8471084625244141,True,REGULAR,USD,call
TSLA270617C00155000,2026-01-29 15:50:28+00:00,155.0,275.85,248.4,254.3,0.0,0.0,2.0,63,1.0000000000000003e-05,True,REGULAR,USD,call
TSLA270617C00160000,2026-05-08 17:21:33+00:00,160.0,279.4,284.2,291.5,0.0,0.0,3.0,307,0.8219011950683592,True,REGULAR,USD,call
TSLA270617C00165000,2026-05-20 14:14:17+00:00,165.0,257.14,279.75,287.05,0.0,0.0,1.0,41,0.8104877349853514,True,REGULAR,USD,call
TSLA270617C00170000,2026-05-29 18:29:40+00:00,170.0,280.68,275.3,282.6,-2.4299927,-0.8583211,1.0,249,0.7991353094482423,True,REGULAR,USD,call
TSLA270617C00175000,2026-05-22 19:08:24+00:00,175.0,266.97,271.75,277.15,0.0,0.0,4.0,2443,0.7868978829956054,True,REGULAR,USD,call
